Date,AAPL,AMZN,AVGO,DIA,GOOGL,META,MSFT,NVDA,ONEQ,PINK,QQQ,SPY,TSLA
2024-03-11,172.12718200683594,171.9600067138672,127.93527221679688,384.0811767578125,137.3299560546875,482.6498718261719,403.0651550292969,85.7596206665039,62.943359375,29.624433517456055,435.50726318359375,506.50372314453125,177.77000427246094
2024-03-12,172.60543823242188,175.38999938964844,127.81258392333984,386.4247131347656,138.15789794921875,498.7784729003906,413.7864685058594,91.89759063720703,63.79918670654297,29.8438720703125,441.750244140625,511.9523620605469,177.5399932861328
2024-03-13,170.51303100585938,176.55999755859375,124.44780731201172,386.8499450683594,139.44471740722656,494.6065979003906,413.6071472167969,90.87276458740234,63.44093322753906,29.873794555664062,438.35491943359375,511.1498718261719,169.47999572753906
2024-03-14,172.37628173828125,178.75,124.88311767578125,385.7127380371094,142.7465362548828,490.8738708496094,423.69073486328125,87.92925262451172,63.261802673339844,29.714204788208008,437.2497253417969,510.1394348144531,162.5
2024-03-15,171.99765014648438,174.4199981689453,122.234619140625,383.5945739746094,140.83126831054688,483.1589050292969,414.9223937988281,87.822265625,62.63574981689453,29.813947677612305,432.05218505859375,506.63653564453125,163.57000732421875
2024-03-18,173.0936737060547,174.47999572753906,122.40676879882812,384.3181457519531,147.31521606445312,496.01385498046875,415.81915283203125,88.44017028808594,63.13420486450195,29.86382293701172,436.1728515625,509.64752197265625,173.8000030517578
2024-03-19,175.4451904296875,175.89999389648438,122.48295593261719,387.460205078125,146.6668243408203,495.2752990722656,419.8944396972656,89.38301849365234,63.453216552734375,30.01344108581543,437.2595520019531,512.479736328125,171.32000732421875
2024-03-20,178.0258331298828,178.14999389648438,126.77912902832031,391.51416015625,148.3726043701172,504.5372619628906,423.7007141113281,90.35684967041016,64.27068328857422,30.242855072021484,442.4440002441406,517.2198486328125,175.66000366210938
2024-03-21,170.75213623046875,178.14999389648438,133.9328155517578,394.24993896484375,147.2354278564453,506.7729187011719,427.8258056640625,91.41967010498047,64.35043334960938,30.192983627319336,444.5377502441406,518.9290771484375,172.82000732421875
2024-03-22,171.6588592529297,178.8699951171875,134.47630310058594,391.0582580566406,150.39759826660156,508.58935546875,427.19805908203125,94.273193359375,64.48002624511719,30.11318588256836,445.0462341308594,517.9452514648438,170.8300018310547
2024-03-25,170.23403930664062,179.7100067138672,134.28851318359375,389.4921569824219,149.69932556152344,502.0421142578125,421.3392028808594,94.98606872558594,64.33049011230469,30.093215942382812,443.43109130859375,516.5142822265625,172.6300048828125
2024-03-26,169.09814453125,178.3000030517578,132.2924346923828,389.39306640625,150.29783630371094,494.9259948730469,420.133544921875,92.54547882080078,64.08126831054688,30.29290771484375,441.9953918457031,515.560302734375,177.6699981689453
2024-03-27,172.68515014648438,179.8300018310547,131.02464294433594,394.06158447265625,150.49732971191406,492.8999328613281,419.9143371582031,90.23486328125,64.32052612304688,30.85203742980957,443.5008544921875,519.8929443359375,179.8300018310547
2024-03-28,170.8617401123047,180.3800048828125,131.68833923339844,394.2598571777344,150.55718994140625,484.6360168457031,419.2069091796875,90.34085083007812,64.20089721679688,30.872007369995117,442.6833190917969,519.7935791015625,175.7899932861328
2024-04-01,169.4169921875,180.97000122070312,134.15736389160156,391.8512268066406,155.10594177246094,490.3948059082031,423.0430908203125,90.34784698486328,64.31056213378906,30.59244155883789,443.6205139160156,518.8892822265625,175.22000122070312
2024-04-02,168.23126220703125,180.69000244140625,133.0147705078125,388.183837890625,154.17822265625,496.4031066894531,419.9243469238281,89.43700408935547,63.72237777709961,30.26295280456543,439.7919616699219,515.590087890625,166.6300048828125
2024-04-03,169.03836059570312,182.41000366210938,135.44403076171875,387.81707763671875,154.53733825683594,505.7548828125,418.9378967285156,88.94908142089844,63.94169998168945,30.252967834472656,440.7790222167969,516.156494140625,168.3800048828125
2024-04-04,168.21136474609375,180.0,130.90243530273438,382.62310791015625,150.15818786621094,509.9267883300781,416.37713623046875,85.89059448242188,63.06441879272461,29.95343589782715,434.0392150878906,509.8562316894531,171.11000061035156
2024-04-05,168.96861267089844,185.07000732421875,133.08131408691406,385.4381408691406,152.12332153320312,526.3148803710938,423.9896545410156,87.99324798583984,63.70244216918945,30.26295280456543,439.1539001464844,515.1826782226562,164.89999389648438
2024-04-08,167.84268188476562,185.19000244140625,132.75047302246094,385.6761169433594,154.467529296875,518.2406005859375,423.06298828125,87.11839294433594,63.84200668334961,30.302892684936523,439.28350830078125,515.4707641601562,172.97999572753906
2024-04-09,169.0582733154297,185.6699981689453,132.54977416992188,385.4183044433594,156.21319580078125,515.8951416015625,424.7469177246094,85.33968353271484,63.97160720825195,30.622394561767578,440.90863037109375,516.0670776367188,176.8800048828125
2024-04-10,167.17507934570312,185.9499969482422,131.3863067626953,381.12646484375,155.75433349609375,518.8194580078125,421.73779296875,87.02440643310547,63.49308776855469,30.26295280456543,437.0601806640625,510.899658203125,171.75999450683594
2024-04-11,174.40892028808594,189.0500030517578,137.35665893554688,381.1562194824219,159.01626586914062,522.1429443359375,426.3909912109375,90.60079956054688,64.49996185302734,30.19305992126465,444.03924560546875,514.7553100585938,174.60000610351562
2024-04-12,175.91348266601562,186.1300048828125,133.54232788085938,376.52728271484375,157.3404083251953,510.90484619140625,420.3826904296875,88.17121124267578,63.50305938720703,29.56403923034668,436.96044921875,507.650146484375,171.0500030517578
