timestamp,price
2024-08-06 01:00:00.000000,53956.26
2024-08-07 01:00:00.000000,55959.84
2024-08-08 01:00:00.000000,55099.95
2024-08-09 01:00:00.000000,61859.03
2024-08-10 01:00:00.000000,60912.59
2024-08-11 01:00:00.000000,60887.71
2024-08-12 01:00:00.000000,58804.23
2024-08-13 01:00:00.000000,59350.07
2024-08-14 01:00:00.000000,60601.22
2024-08-15 01:00:00.000000,58739.19
2024-08-16 01:00:00.000000,57624.12
2024-08-17 01:00:00.000000,58881.93
2024-08-18 01:00:00.000000,59430.79
2024-08-19 01:00:00.000000,58438.29
2024-08-20 01:00:00.000000,59574.95
2024-08-21 01:00:00.000000,59060.13
2024-08-22 01:00:00.000000,61144.69
2024-08-23 01:00:00.000000,60387.54
2024-08-24 01:00:00.000000,64049.69
2024-08-25 01:00:00.000000,64157.16
2024-08-26 01:00:00.000000,64265.82
2024-08-27 01:00:00.000000,62922.59
2024-08-28 01:00:00.000000,59526.56
2024-08-29 01:00:00.000000,59015.3
2024-08-30 01:00:00.000000,59351.58
2024-08-31 01:00:00.000000,59156.25
2024-09-01 01:00:00.000000,58960.24
2024-09-02 01:00:00.000000,57357.72
2024-09-03 01:00:00.000000,59108.73
2024-09-04 01:00:00.000000,57504.54
2024-09-05 01:00:00.000000,57987.85
2024-09-06 01:00:00.000000,56132.4
2024-09-07 01:00:00.000000,53923.36
2024-09-08 01:00:00.000000,54150.94
2024-09-09 01:00:00.000000,54792.41
2024-09-10 01:00:00.000000,57049.12
2024-09-11 01:00:00.000000,57624.16
2024-09-12 01:00:00.000000,57381.76
2024-09-13 01:00:00.000000,58106.95
2024-09-14 01:00:00.000000,60620.63
2024-09-15 01:00:00.000000,60003.3
2024-09-16 01:00:00.000000,59214.8
2024-09-17 01:00:00.000000,58211.12
2024-09-18 01:00:00.000000,60317.03
2024-09-19 01:00:00.000000,61440.41
2024-09-20 01:00:00.000000,62966.53
2024-09-21 01:00:00.000000,63128.22
2024-09-22 01:00:00.000000,63403.4
2024-09-23 01:00:00.000000,63582.6
2024-09-24 01:00:00.000000,63327.03
2024-09-25 01:00:00.000000,64334.14
2024-09-26 01:00:00.000000,63151.9
2024-09-27 01:00:00.000000,65130.77
2024-09-28 01:00:00.000000,65791.0
2024-09-29 01:00:00.000000,65934.11
2024-09-30 01:00:00.000000,65663.69
2024-10-01 01:00:00.000000,63243.28
2024-10-02 01:00:00.000000,60872.67
2024-10-03 01:00:00.000000,60655.56
2024-10-04 01:00:00.000000,60727.86
2024-10-05 01:00:00.000000,62103.01
2024-10-06 01:00:00.000000,62091.93
2024-10-07 01:00:00.000000,62811.8
2024-10-08 01:00:00.000000,62287.39
2024-10-09 01:00:00.000000,62185.23
2024-10-10 01:00:00.000000,60597.15
2024-10-11 01:00:00.000000,60195.18
2024-10-12 01:00:00.000000,62392.34
2024-10-13 01:00:00.000000,63207.77
2024-10-14 01:00:00.000000,62829.53
2024-10-15 01:00:00.000000,66049.99
2024-10-16 01:00:00.000000,66962.22
2024-10-17 01:00:00.000000,67647.54
2024-10-18 01:00:00.000000,67328.11
2024-10-19 01:00:00.000000,68465.62
2024-10-20 01:00:00.000000,68388.87
2024-10-21 01:00:00.000000,68962.83
2024-10-22 01:00:00.000000,67394.86
2024-10-23 01:00:00.000000,67351.05
2024-10-24 01:00:00.000000,66683.97
2024-10-25 01:00:00.000000,68214.05
2024-10-26 01:00:00.000000,66585.67
2024-10-27 01:00:00.000000,67018.17
2024-10-28 01:00:00.000000,67938.55
2024-10-29 01:00:00.000000,69845.3
2024-10-30 01:00:00.000000,72781.11
2024-10-31 01:00:00.000000,72342.62
2024-11-01 01:00:00.000000,70265.0
2024-11-02 01:00:00.000000,69507.92
2024-11-03 01:00:00.000000,69299.16
2024-11-04 01:00:00.000000,68803.51
2024-11-05 01:00:00.000000,67793.3
2024-11-06 01:00:00.000000,69335.43
2024-11-07 01:00:00.000000,75620.89
2024-11-08 01:00:00.000000,75987.24
2024-11-09 01:00:00.000000,76550.02
2024-11-10 01:00:00.000000,76630.23
2024-11-11 01:00:00.000000,80466.72
2024-11-12 01:00:00.000000,88637.42
2024-11-13 01:00:00.000000,88264.6
2024-11-14 01:00:00.000000,90488.1
2024-11-15 01:00:00.000000,87407.51
2024-11-16 17:49:05.679848,89371.05
